"Name","Example","Type","Min","Max","Default","Description"
"Expected_Discard_Time","[link](../json/campaign-waningeffectrandombox_expected_discard_time.json)","float","0","100000","100","The mean time, in days, of an exponential distribution of the duration of the effect of an intervention (such as a vaccine or bed net). Specify how this effect decays over time using one of the :doc:`parameter-campaign-waningeffects`."
"Initial_Effect","[link](../json/campaign-waningeffectrandombox_initial_effect.json)","float","0","1","1","Strength of the effect, which remains constant until the duration is complete when using with the **WaningEffectRandomBox** class."
