"Name","Example","Type","Min","Max","Default","Description"
"Durability_Map","[link](../json/campaign-waningeffectmaplinearseasonal_durability_map.json)","json object","NA","NA","NA","The time, in days, since the intervention was distributed and a multiplier for the **Initial_Effect**."
"Initial_Effect","[link](../json/campaign-waningeffectmaplinearseasonal_initial_effect.json)","float","0","1","1","The multiplier used to define the magnitude of the shape of the curve, as specified when using the parameters with the **WaningEffectMapLinearSeasonal** class."
"Times","[link](../json/campaign-waningeffectmaplinearseasonal_times.json)","array of floats","0","365","[]","An array of days."
"Values","[link](../json/campaign-waningeffectmaplinearseasonal_values.json)","array of floats","0","3.40282e+38","[]","An array of values to match the defined **Times**."
